SCHID,C0110,C0112,C0114,C0116,C0120,C0121,C0122,C0125,C0129,C0134,C0136,C0138,C0140,C0139,C0141,C0143,C0142,C0144,C0146,C0150,C0153,C0155,C0158,C0162,C0166,C0170,C0169,C0161,C0157,C0163,C0165,C0167,C0174,C0183,C0176,C0181,C0175,C0177,C0179,C0186,C0600,C0602,C0604,C0606,C0608,C0190,C0192,C0196,C0198,C0204,C0206,C0208,C0210,C0212,C0214,C0216,C0218,C0610,C0612,C0614,C0616,C0618,C0621,C0622,C0624,C0626,C0628,C0630,C0632,C0636,C0638,C0640,C0642,C0644,C0646,C0648,C0650,C0652,C0654,C0656,C0658,C0660,C0661,C0663,C0665,C0667,C0669,C0671,C0674,C0676,C0678,C0681,C0682,C0684,C0686,C0266,C0268,C0265,C0267,C0269,C0270,C0272,C0278,C0271,C0273,C0274,C0276,C0277,C0279,C0280,C0282,C0284,C0286,C0288,C0290,C0292,C0294,C0296,C0298,C0300,C0302,C0304,C0690_R,C0705,C0688,C0374,C0376,C0378,C0381,C0383,C0385,C0387,C0382,C0380,C0384,C0386,C0389,C0391,C0393,C0402,C0404,C0406,C0408,C0410,C0412,C0422,C0424,C0426,C0428,C0430,C0432,C0434,C0436,C0442,C0444,C0446,C0448,C0450,C0452,C0454,C0456,C0532,C0534,C0536,C0538,C0560,C0562,C0568,C0570,C0572,C0578,C0578_DD,C0578_MM,C0578_YY,C0578_SOURCE,C0014_R,C0016_R,C0580,STRATA,CRISIS18,DISALC18,DISDRUG18,DISFIRE18,DISWEAP18,INCID18,INCPOL18,NONVIOINC18,NONVIOPOL18,OTHACT18,OUTSUS18,PROBWK18,SEC_FT18,SEC_PT18,STUOFF18,SVINC18,SVPOL18,VIOINC18,VIOPOL18,FR_URBAN,FR_LVEL,FR_SIZE,FINALWGT,REPFWT1,REPFWT2,REPFWT3,REPFWT4,REPFWT5,REPFWT6,REPFWT7,REPFWT8,REPFWT9,REPFWT10,REPFWT11,REPFWT12,REPFWT13,REPFWT14,REPFWT15,REPFWT16,REPFWT17,REPFWT18,REPFWT19,REPFWT20,REPFWT21,REPFWT22,REPFWT23,REPFWT24,REPFWT25,REPFWT26,REPFWT27,REPFWT28,REPFWT29,REPFWT30,REPFWT31,REPFWT32,REPFWT33,REPFWT34,REPFWT35,REPFWT36,REPFWT37,REPFWT38,REPFWT39,REPFWT40,REPFWT41,REPFWT42,REPFWT43,REPFWT44,REPFWT45,REPFWT46,REPFWT47,REPFWT48,REPFWT49,REPFWT50,IC0110,IC0112,IC0114,IC0116,IC0120,IC0121,IC0122,IC0125,IC0129,IC0134,IC0136,IC0138,IC0140,IC0139,IC0141,IC0143,IC0142,IC0144,IC0146,IC0150,IC0153,IC0155,IC0158,IC0162,IC0166,IC0170,IC0169,IC0161,IC0157,IC0163,IC0165,IC0167,IC0174,IC0183,IC0176,IC0181,IC0175,IC0177,IC0179,IC0186,IC0600,IC0602,IC0604,IC0606,IC0608,IC0190,IC0192,IC0196,IC0198,IC0204,IC0206,IC0208,IC0210,IC0212,IC0214,IC0216,IC0218,IC0610,IC0612,IC0614,IC0616,IC0618,IC0621,IC0622,IC0624,IC0626,IC0628,IC0630,IC0632,IC0636,IC0638,IC0640,IC0642,IC0644,IC0646,IC0648,IC0650,IC0652,IC0654,IC0656,IC0658,IC0660,IC0661,IC0663,IC0665,IC0667,IC0669,IC0671,IC0674,IC0676,IC0678,IC0681,IC0682,IC0684,IC0686,IC0266,IC0268,IC0265,IC0267,IC0269,IC0270,IC0272,IC0278,IC0271,IC0273,IC0274,IC0276,IC0277,IC0279,IC0280,IC0282,IC0284,IC0286,IC0288,IC0290,IC0292,IC0294,IC0296,IC0298,IC0300,IC0302,IC0304,IC0705,IC0688,IC0374,IC0376,IC0378,IC0381,IC0383,IC0385,IC0387,IC0382,IC0380,IC0384,IC0386,IC0389,IC0391,IC0393,IC0402,IC0404,IC0406,IC0408,IC0410,IC0412,IC0422,IC0424,IC0426,IC0428,IC0430,IC0432,IC0434,IC0436,IC0442,IC0444,IC0446,IC0448,IC0450,IC0452,IC0454,IC0456,IC0532,IC0534,IC0536,IC0538,IC0560,IC0562,IC0568,IC0570,IC0572,IC0578,IC0580
2025,1,1,1,2,2,1,2,2,2,2,1,2,2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,-1,2,2,2,1,2,4,3,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,3,3,1,1,2,-1,-1,1,1,2,2,2,3,3,3,3,3,1,1,1,2,2,1,2,1,1,1,2,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,5,4,5,5,5,5,5,5,4,4,5,4,5,5,2,-1,1,1,1,2,1,1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,2,-1,2,80,95,5,3,3,95,31,30,04112018,11,4,2018,0,1,12,30,134,7,-1,-1,-1,-1,0,0,0,0,-1,-1,0,0,1,0,0,0,0,0,4,1,3,71.4631,73.5966,74.2765,71.5992,71.8055,72.5612,74.1833,71.4624,71.7069,72.2226,72.6691,71.7863,71.5953,73.1814,73.0686,72.9904,72.9612,72.7201,74.0515,74.9791,76.3932,72.6117,73.9441,69.9109,72.5136,72.8578,72.9255,72.9374,72.0151,73.3485,72.8930,72.7010,71.7056,72.0843,71.3261,73.8058,72.2493,73.8079,73.9785,0.0000,73.6798,74.6454,73.7845,73.9793,71.7878,73.0550,71.3585,73.9107,72.2881,72.8208,73.9704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0219,1,1,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,2,2,2,1,1,3,1,1,1,1,2,4,2,1,1,2,1,2,1,2,1,1,2,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,-1,-1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,3,2,3,1,1,2,1,1,2,2,2,2,1,4,1,5,4,5,5,4,4,5,1,5,2,2,5,2,-1,1,1,1,1,1,1,2,-1,2,-1,2,-1,2,-1,2,-1,1,1,2,-1,10,50,40,10,4,2,90,10,15,02272018,27,2,2018,2,4,3,45,242,7,-1,-1,-1,-1,8,3,6,3,-1,-1,2,4,2,0,0,0,2,0,2,2,4,9.4765,9.6332,9.6309,9.7135,9.5793,9.6879,9.6734,9.7224,9.9181,9.6927,9.5156,9.6247,9.7359,9.6707,9.8799,9.5742,9.6365,9.6906,9.6425,9.6250,9.6765,9.5925,9.5697,9.6396,9.7688,9.8026,9.6307,9.5383,9.6990,9.6112,9.4839,9.6199,9.8301,9.7562,9.6033,9.7113,9.6758,9.8550,9.6874,9.6312,0.0000,9.7459,9.6847,9.6102,9.8093,9.6224,9.6710,9.7296,9.5003,9.6412,9.5323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1128,1,1,2,2,2,2,1,1,2,1,1,1,2,1,1,2,2,1,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,3,2,1,1,2,2,2,3,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,-1,-1,-1,-1,-1,1,2,1,1,1,1,2,2,3,2,3,2,2,1,1,1,1,2,1,2,1,1,1,2,1,1,2,3,3,3,3,2,3,3,3,3,3,3,3,3,2,2,4,5,3,4,4,4,4,4,5,4,4,5,3,3,3,2,-1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,10,70,70,5,3,3,90,36,47,06182018,18,6,2018,0,2,4,180,341,6,1,5,-1,-1,45,19,11,8,24,0,0,1,3,24,2,2,34,11,1,3,4,8.7945,9.1003,8.9940,8.9953,8.8581,8.8897,8.8988,8.9239,8.9834,9.1655,9.0516,9.0091,9.0237,9.1708,8.8784,9.0477,9.0787,9.0237,8.9328,8.7981,8.9374,8.9395,8.8182,8.7700,8.8433,8.9672,8.8574,0.0000,8.8093,8.8342,8.9480,9.0992,8.8651,9.0238,8.8700,8.9438,8.9538,8.9089,9.0547,9.1303,9.1542,8.9031,8.9690,8.9707,9.0326,9.1490,9.0400,9.0882,8.9783,8.9318,9.2283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
3448,1,2,2,2,2,2,1,1,2,1,2,2,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,-1,-1,-1,-1,-1,1,2,1,1,1,1,1,1,2,3,3,2,3,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,3,3,3,3,3,1,2,3,1,3,3,2,2,2,4,2,4,4,4,5,5,5,4,2,5,3,4,3,2,-1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,8,80,76,17,3,3,93,66,90,03192018,19,3,2018,0,1,6,30,341,7,2,4,-1,-1,26,7,18,7,0,21,2,1,0,22,0,0,8,0,1,3,4,8.7945,9.1003,8.9940,8.9953,8.8581,8.8897,8.8988,8.9239,8.9834,9.1655,9.0516,9.0091,9.0237,9.1708,8.8784,9.0477,9.0787,9.0237,8.9328,8.7981,8.9374,8.9395,8.8182,8.7700,8.8433,8.9672,8.8574,8.8866,8.8093,8.8342,8.9480,9.0992,8.8651,9.0238,8.8700,8.9438,8.9538,8.9089,0.0000,9.1303,9.1542,8.9031,8.9690,8.9707,9.0326,9.1490,9.0400,9.0882,8.9783,8.9318,9.2283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3359,1,2,2,2,2,2,2,1,2,2,1,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,-1,2,1,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,3,3,3,1,1,2,-1,-1,2,-1,-1,1,1,3,3,3,3,3,1,1,1,1,2,1,2,1,1,1,1,1,2,2,3,2,3,3,3,3,3,2,2,3,3,3,3,2,2,4,4,2,3,3,4,4,4,5,4,2,4,2,3,2,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,2,-1,18,45,65,7,4,3,90,91,35,04032018,3,4,2018,0,1,24,30,343,8,1,19,-1,5,62,24,28,10,43,18,2,1,0,64,4,4,34,14,3,3,4,11.5356,11.7431,11.8804,11.7487,11.9395,11.8438,11.9437,11.8165,11.5767,0.0000,11.5001,11.6429,11.9001,11.9023,11.8646,11.9118,11.6461,11.6547,12.0060,11.7003,11.8303,11.7080,11.8682,11.6958,11.7336,11.8093,11.5052,11.6648,11.5247,11.6113,11.6771,11.8531,11.3731,11.7615,11.5682,11.4454,11.9526,11.7144,11.9842,11.6856,11.9074,11.6347,11.7500,11.6294,12.0108,11.8630,11.7998,12.0105,11.9341,12.1684,12.1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3217,1,1,2,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,1,2,2,1,1,1,2,2,1,2,2,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,-1,-1,-1,-1,-1,2,-1,-1,2,-1,-1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,3,2,2,3,3,3,2,2,3,3,3,2,2,2,5,4,4,4,4,5,5,5,4,4,5,3,3,4,2,-1,1,1,2,-1,1,1,2,-1,2,-1,1,1,1,1,1,1,1,1,2,-1,35,15,20,3,2,3,88,2,32,05072018,7,5,2018,2,1,1,35,342,5,1,1,-1,-1,7,5,5,4,0,2,0,1,2,7,1,0,2,1,2,3,4,9.6961,9.8404,9.8262,10.0494,9.7414,9.9016,9.7826,0.0000,9.8216,9.9897,9.9078,9.8985,9.9325,9.9776,9.6853,10.0119,9.8409,9.9453,9.8180,9.9546,9.9612,9.9642,9.8841,9.9381,9.8951,9.8931,10.0466,9.8967,9.8727,9.9846,9.8993,9.9184,9.8207,10.0227,10.0424,9.8307,9.9412,9.6439,10.0158,9.9735,9.9539,9.7610,9.9143,9.8961,9.8134,9.7951,9.8167,9.9133,9.7651,9.9236,9.8240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
0310,1,1,1,2,2,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,-1,2,2,2,2,1,4,3,1,1,2,1,1,2,2,2,1,1,1,1,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,-1,-1,-1,-1,-1,2,-1,-1,2,-1,-1,1,2,3,3,3,3,3,1,1,2,2,2,1,2,2,1,1,2,1,1,2,2,1,3,3,3,3,3,1,3,3,2,3,3,2,2,1,5,4,5,5,5,5,5,5,5,4,5,5,5,5,2,-1,2,-1,1,2,1,1,2,-1,2,-1,1,1,1,1,2,-1,1,1,2,-1,8,50,75,10,3,3,95,15,20,05222018,22,5,2018,0,4,18,60,114,8,-1,-1,-1,-1,0,0,0,0,-1,-1,0,0,2,0,0,0,0,0,4,1,1,121.8157,124.8591,125.2133,124.0374,126.2640,125.6026,124.3612,125.6661,125.2947,123.1264,123.7647,123.7050,124.6076,124.9868,125.6894,125.7085,121.5393,127.7321,126.2552,123.8900,125.6568,123.8837,123.6872,123.4361,123.8572,121.3276,123.3141,123.3534,124.5951,123.1608,124.6366,124.0046,123.5621,123.2853,123.6878,125.0593,124.5080,121.6147,123.8780,125.0221,124.7396,123.5897,125.7831,124.0724,123.6554,0.0000,125.3337,124.3438,124.8141,122.9193,123.5648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0624,1,1,2,2,2,2,2,1,2,2,1,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,-1,2,2,2,1,1,3,1,2,1,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,-1,-1,2,-1,-1,1,1,1,2,3,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,4,4,4,4,5,5,4,5,5,4,5,2,2,2,2,-1,1,1,1,1,1,1,1,1,2,-1,1,1,2,-1,1,1,1,1,2,-1,2,60,70,8,3,3,92,36,32,04232018,23,4,2018,0,1,11,60,324,8,-1,2,1,-1,5,3,3,3,6,0,0,0,1,9,0,0,2,0,4,3,2,14.7010,15.0934,14.9225,15.2764,15.0289,14.8576,15.1322,15.0261,14.7850,0.0000,15.0816,15.0496,14.9172,15.0443,15.1768,14.7907,15.1934,14.9031,14.8620,14.8656,15.0034,15.1904,15.2296,15.1081,14.9505,15.1566,14.8480,14.9962,15.1024,14.8624,14.8208,14.9428,15.2827,15.1192,15.0290,14.9185,15.2932,15.1585,14.6850,14.9897,14.8026,14.9056,14.9793,15.0119,14.8846,15.2030,15.1598,14.7888,14.7860,14.7671,15.0267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4268,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,2,1,1,2,1,1,2,1,1,1,2,2,1,2,2,1,2,1,1,2,2,2,1,2,-1,1,1,1,2,2,2,4,1,1,2,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,2,2,2,1,2,1,2,1,1,1,1,1,1,1,2,-1,-1,2,-1,-1,2,2,2,2,3,3,3,1,1,2,2,2,1,2,2,2,2,2,2,1,2,1,2,3,2,1,2,1,2,1,2,2,1,1,2,2,2,5,5,5,5,5,5,5,5,5,5,5,1,4,1,2,-1,1,2,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,2,-1,2,-1,60,30,60,8,2,2,89,0,47,03052018,5,3,2018,0,1,7,65,331,5,-1,6,2,2,14,4,5,4,0,6,0,2,0,36,0,0,9,0,1,3,3,17.9256,17.8682,18.3563,18.0033,17.9991,18.3625,18.3476,18.3703,18.5376,18.4918,18.4845,18.5966,18.3405,18.5163,18.5831,18.8292,18.3499,18.0523,17.8021,18.1892,18.1368,18.6028,18.1552,18.0014,18.6191,18.0095,18.3064,18.7070,18.5824,18.2329,18.3867,0.0000,18.6884,18.6744,17.9184,18.4163,17.8383,17.9253,18.3556,18.3759,18.5426,18.1303,17.7528,18.4059,18.3169,18.3270,17.9751,18.1640,18.2812,18.4396,18.2335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0
1375,1,1,2,2,2,1,1,1,2,2,2,1,1,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1,2,-1,2,1,1,2,1,3,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,1,1,1,2,-1,-1,-1,-1,-1,1,1,1,2,-1,-1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,4,3,4,4,5,5,4,5,4,3,5,3,4,5,2,-1,1,1,1,2,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,2,-1,15,80,85,7,3,3,91,13,19,04252018,25,4,2018,0,1,2,95,323,8,-1,1,-1,-1,9,2,5,2,12,0,0,1,0,13,0,0,4,0,3,3,2,19.6143,19.8663,20.1350,20.0229,20.1115,20.1372,20.4043,19.9011,19.3198,19.7950,19.5993,19.6964,20.0939,20.2826,0.0000,20.3169,20.0832,19.5702,20.1218,19.8480,20.4709,20.0006,20.3371,19.6337,20.0495,20.1783,20.1042,19.7967,19.7181,19.7306,19.8594,20.1171,19.7755,20.0075,19.7756,19.7336,20.3804,20.1033,20.1660,19.9944,20.4370,19.7527,19.9506,19.8175,20.3749,19.9892,20.1070,20.2281,19.9874,20.3223,20.2891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4656,1,1,2,2,2,1,1,1,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,-1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,-1,2,-1,-1,1,1,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,2,3,3,2,3,3,2,2,2,2,2,1,5,3,5,5,5,5,5,3,3,2,5,4,4,4,2,-1,1,1,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,0,0,0,6,3,3,95,12,8,02272018,27,2,2018,0,1,1,35,233,8,-1,5,-1,-1,8,8,5,5,0,3,1,1,0,8,0,0,3,3,3,2,3,11.7560,11.9818,12.2078,12.2993,12.0368,12.1109,11.9797,12.1245,12.4408,12.3043,12.1480,12.3063,11.9493,11.9849,12.0826,12.0043,12.0037,12.2178,12.0550,12.0474,12.0506,12.1176,11.9101,12.0521,11.8836,12.0904,11.9510,11.5875,11.9358,11.7663,11.9374,11.6059,11.8413,11.8904,12.1112,11.7820,11.9236,0.0000,11.7918,11.9251,11.7741,11.9544,11.8578,11.8686,12.0111,12.1286,11.8173,11.8449,11.9598,11.9875,12.3617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
