SCHID,C0110,C0112,C0114,C0116,C0120,C0121,C0122,C0125,C0129,C0134,C0136,C0138,C0140,C0139,C0141,C0143,C0142,C0144,C0146,C0150,C0153,C0155,C0158,C0162,C0166,C0170,C0169,C0161,C0157,C0163,C0165,C0167,C0174,C0183,C0176,C0181,C0175,C0177,C0179,C0186,C0600,C0602,C0604,C0606,C0608,C0190,C0192,C0196,C0198,C0204,C0206,C0208,C0210,C0212,C0214,C0216,C0218,C0610,C0612,C0614,C0616,C0618,C0621,C0622,C0624,C0626,C0628,C0630,C0632,C0636,C0638,C0640,C0642,C0644,C0646,C0648,C0650,C0652,C0654,C0656,C0658,C0660,C0661,C0663,C0665,C0667,C0669,C0671,C0674,C0676,C0678,C0681,C0682,C0684,C0686,C0266,C0268,C0265,C0267,C0269,C0270,C0272,C0278,C0271,C0273,C0274,C0276,C0277,C0279,C0280,C0282,C0284,C0286,C0288,C0290,C0292,C0294,C0296,C0298,C0300,C0302,C0304,C0690_R,C0705,C0688,C0374,C0376,C0378,C0381,C0383,C0385,C0387,C0382,C0380,C0384,C0386,C0389,C0391,C0393,C0402,C0404,C0406,C0408,C0410,C0412,C0422,C0424,C0426,C0428,C0430,C0432,C0434,C0436,C0442,C0444,C0446,C0448,C0450,C0452,C0454,C0456,C0532,C0534,C0536,C0538,C0560,C0562,C0568,C0570,C0572,C0578,C0578_DD,C0578_MM,C0578_YY,C0578_SOURCE,C0014_R,C0016_R,C0580,STRATA,CRISIS18,DISALC18,DISDRUG18,DISFIRE18,DISWEAP18,INCID18,INCPOL18,NONVIOINC18,NONVIOPOL18,OTHACT18,OUTSUS18,PROBWK18,SEC_FT18,SEC_PT18,STUOFF18,SVINC18,SVPOL18,VIOINC18,VIOPOL18,FR_URBAN,FR_LVEL,FR_SIZE,FINALWGT,REPFWT1,REPFWT2,REPFWT3,REPFWT4,REPFWT5,REPFWT6,REPFWT7,REPFWT8,REPFWT9,REPFWT10,REPFWT11,REPFWT12,REPFWT13,REPFWT14,REPFWT15,REPFWT16,REPFWT17,REPFWT18,REPFWT19,REPFWT20,REPFWT21,REPFWT22,REPFWT23,REPFWT24,REPFWT25,REPFWT26,REPFWT27,REPFWT28,REPFWT29,REPFWT30,REPFWT31,REPFWT32,REPFWT33,REPFWT34,REPFWT35,REPFWT36,REPFWT37,REPFWT38,REPFWT39,REPFWT40,REPFWT41,REPFWT42,REPFWT43,REPFWT44,REPFWT45,REPFWT46,REPFWT47,REPFWT48,REPFWT49,REPFWT50,IC0110,IC0112,IC0114,IC0116,IC0120,IC0121,IC0122,IC0125,IC0129,IC0134,IC0136,IC0138,IC0140,IC0139,IC0141,IC0143,IC0142,IC0144,IC0146,IC0150,IC0153,IC0155,IC0158,IC0162,IC0166,IC0170,IC0169,IC0161,IC0157,IC0163,IC0165,IC0167,IC0174,IC0183,IC0176,IC0181,IC0175,IC0177,IC0179,IC0186,IC0600,IC0602,IC0604,IC0606,IC0608,IC0190,IC0192,IC0196,IC0198,IC0204,IC0206,IC0208,IC0210,IC0212,IC0214,IC0216,IC0218,IC0610,IC0612,IC0614,IC0616,IC0618,IC0621,IC0622,IC0624,IC0626,IC0628,IC0630,IC0632,IC0636,IC0638,IC0640,IC0642,IC0644,IC0646,IC0648,IC0650,IC0652,IC0654,IC0656,IC0658,IC0660,IC0661,IC0663,IC0665,IC0667,IC0669,IC0671,IC0674,IC0676,IC0678,IC0681,IC0682,IC0684,IC0686,IC0266,IC0268,IC0265,IC0267,IC0269,IC0270,IC0272,IC0278,IC0271,IC0273,IC0274,IC0276,IC0277,IC0279,IC0280,IC0282,IC0284,IC0286,IC0288,IC0290,IC0292,IC0294,IC0296,IC0298,IC0300,IC0302,IC0304,IC0705,IC0688,IC0374,IC0376,IC0378,IC0381,IC0383,IC0385,IC0387,IC0382,IC0380,IC0384,IC0386,IC0389,IC0391,IC0393,IC0402,IC0404,IC0406,IC0408,IC0410,IC0412,IC0422,IC0424,IC0426,IC0428,IC0430,IC0432,IC0434,IC0436,IC0442,IC0444,IC0446,IC0448,IC0450,IC0452,IC0454,IC0456,IC0532,IC0534,IC0536,IC0538,IC0560,IC0562,IC0568,IC0570,IC0572,IC0578,IC0580
1945,1,1,2,2,2,2,2,1,1,2,1,1,2,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,3,2,2,2,2,2,4,4,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,3,3,1,1,2,-1,-1,2,-1,-1,1,1,2,3,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,3,3,3,3,3,2,3,3,3,3,3,2,2,2,4,4,4,5,5,5,5,5,4,4,5,1,4,3,2,-1,1,1,1,1,1,1,2,-1,2,-1,1,2,2,-1,1,1,1,1,1,1,5,75,97,8,3,3,97,25,15,03012018,1,3,2018,0,2,21,40,332,7,1,6,-1,-1,11,9,8,8,4,0,0,1,1,5,1,1,3,1,2,3,3,15.3735,15.5857,15.4788,15.5172,15.4835,15.7615,15.5401,15.7997,15.8583,15.5171,15.4602,15.9461,15.7239,15.6833,15.8302,15.9132,15.7012,15.5846,15.3996,15.5798,0.0000,15.5334,15.5739,15.6241,15.9240,15.5208,16.1051,15.6313,16.0066,15.8524,15.7361,15.5124,15.9399,15.9782,15.7338,16.1057,15.5359,15.8008,15.6255,15.6357,15.5917,15.5391,15.5783,15.8564,15.8798,15.5808,15.6497,16.0301,15.4115,15.4601,15.3602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3483,1,1,1,2,2,1,1,2,1,2,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,-1,2,2,2,1,1,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,2,2,-1,-1,-1,-1,-1,1,1,2,1,1,2,2,2,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,2,2,2,2,2,3,2,2,2,2,2,1,4,2,4,4,4,4,4,5,5,5,5,4,4,4,1,1,1,1,1,1,1,1,2,-1,2,-1,1,1,1,1,1,1,1,1,2,-1,0,0,0,7,3,3,96,41,38,05162018,16,5,2018,0,1,5,30,224,8,-1,-1,-1,-1,11,2,4,0,5,0,1,1,0,13,2,2,7,2,4,2,2,14.1247,14.4280,14.4364,14.3588,14.2713,14.2582,14.4200,14.1161,14.3229,14.3357,14.4837,14.3507,14.4932,14.3326,14.3782,14.3576,14.4375,14.2386,14.2945,14.4837,14.3385,14.4479,14.4135,14.3320,14.6625,14.3155,14.4224,0.0000,14.2976,14.3163,14.4747,14.4669,14.4105,14.6759,14.3667,14.5165,14.6663,14.6123,14.5477,14.3751,14.3695,14.2656,14.3528,14.5557,14.3828,14.6611,14.5484,14.3000,14.4593,14.3589,14.3860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,0,0
3034,1,1,2,2,2,2,1,2,2,2,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,3,2,1,2,2,1,4,4,1,2,2,1,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,3,3,3,3,3,1,1,2,1,1,2,3,3,3,3,3,3,3,2,1,1,1,2,1,1,2,2,1,2,2,1,2,3,3,3,3,3,3,3,2,2,3,2,2,2,2,2,1,4,4,4,5,5,4,5,5,4,4,5,4,4,4,1,2,1,1,2,-1,1,1,2,-1,2,-1,1,1,1,1,1,1,1,1,2,-1,2,85,75,8,3,3,97,40,25,05222018,22,5,2018,2,1,2,75,132,6,-1,-1,-1,-1,16,1,2,0,4,0,0,0,1,4,2,0,14,1,2,1,3,64.0449,65.6087,64.8868,64.2815,64.0701,66.5423,65.7756,0.0000,63.6962,63.9680,64.8003,64.9786,64.5021,62.9596,65.6859,65.3528,65.6795,65.6923,65.5288,65.8324,65.9352,64.9071,66.3361,66.3746,65.3302,65.9859,63.6163,64.7013,67.4208,65.7662,64.6559,66.8080,66.2477,65.0595,63.5363,67.0671,67.8158,66.5848,64.0358,66.5003,66.0498,65.4429,65.5250,64.4701,65.8938,64.0811,65.9346,64.7564,63.6975,64.6656,66.9471,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,1,1,2,2,2,2,1,1,2,2,1,2,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,2,3,5,1,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1,2,2,1,4,3,4,4,4,4,4,5,5,5,5,4,4,4,2,-1,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,2,-1,5,80,90,8,3,3,97,25,28,02272018,27,2,2018,2,2,9,20,232,8,1,-1,-1,-1,12,5,3,0,7,0,0,1,0,7,2,2,9,5,2,2,3,14.1561,14.4833,14.8498,14.5621,14.1622,14.6087,14.6025,14.2812,14.3927,14.4368,14.5284,0.0000,14.2713,14.4054,14.1995,14.2414,14.7355,14.2107,14.4587,14.4194,14.3337,14.4853,14.0386,14.2953,14.9134,14.5680,14.5072,14.2464,15.0115,14.3353,14.2844,14.6852,14.3946,14.3959,14.4362,14.3512,14.4782,14.2602,14.9528,14.2832,14.6807,14.3523,14.2231,14.2736,14.6894,14.7206,14.2811,14.2452,14.4083,14.5834,14.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0711,1,1,1,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,3,2,1,2,2,1,3,4,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,2,-1,-1,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,1,5,3,5,5,5,5,4,4,5,4,5,4,5,5,2,-1,2,-1,1,2,1,1,2,-1,2,-1,1,1,1,1,2,-1,1,1,2,-1,20,30,30,6,2,2,97,43,32,03292018,29,3,2018,0,1,4,55,133,5,-1,-1,-1,1,29,3,2,0,14,0,0,2,3,14,6,2,27,3,3,1,3,55.0908,57.4202,57.3924,57.2517,56.9916,0.0000,55.8843,57.1782,56.0020,56.9221,55.8187,56.8906,56.1600,56.8369,57.4159,57.8004,55.4802,56.3616,56.4246,57.0259,56.0037,56.6007,55.5832,56.1973,55.7589,57.0812,56.5087,54.7784,56.3840,54.3224,56.2080,55.1345,54.5221,56.4083,56.7383,54.8695,55.8459,55.9382,56.7767,55.5168,56.0141,55.8873,56.1650,56.5941,56.0797,55.9523,55.0186,55.1424,55.2761,56.2495,56.9722,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0057,1,1,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,2,-1,2,1,1,1,1,3,5,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,2,2,-1,-1,-1,-1,-1,1,1,1,2,-1,-1,1,1,1,2,2,1,2,2,2,1,1,2,1,2,1,1,1,1,2,1,2,3,3,3,3,3,3,3,1,3,3,2,2,2,2,2,1,4,4,4,5,5,5,5,5,4,4,5,4,4,4,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,-1,8,85,85,8,3,3,97,60,50,03012018,1,3,2018,0,1,7,25,241,6,-1,2,-1,-1,24,2,12,2,3,0,0,0,1,3,0,0,12,0,1,2,4,9.7717,10.1538,10.0251,0.0000,10.1478,9.8562,9.7777,9.9750,9.9305,10.2442,9.9809,10.1208,10.0200,10.2910,10.0449,10.0649,9.8526,10.2348,10.0299,9.8498,9.9724,9.9865,9.8026,10.0026,9.8350,10.1970,9.9376,9.7509,9.7934,9.7697,9.8081,9.8936,10.0575,9.8973,9.8390,10.0657,10.0240,10.0804,9.7861,9.9722,10.1428,9.9065,10.1278,9.8236,10.0564,9.9302,9.9302,9.8528,9.8720,9.8634,10.0148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,1,1,1,2,2,1,1,2,2,2,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,1,3,4,1,1,2,2,1,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,2,-1,-1,1,1,1,1,3,3,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,4,4,5,5,5,5,4,5,4,4,5,4,5,5,2,-1,1,2,1,1,1,1,1,1,1,1,1,1,2,-1,1,2,1,1,2,-1,30,40,40,3,2,2,97,50,50,05042018,4,5,2018,0,1,3,30,121,7,-1,-1,-1,-1,7,0,0,0,0,0,0,0,0,2,0,0,7,0,1,1,2,73.1167,75.5646,74.7695,74.7182,0.0000,74.2701,73.8274,74.3844,76.0931,75.4580,73.4435,73.8141,75.5601,74.4193,73.8234,74.5636,74.5733,74.9859,74.6467,73.5269,74.3557,74.1383,74.8797,75.3487,75.5442,75.7150,73.9431,73.2458,75.2186,77.5607,74.5481,73.9020,73.0972,73.4929,75.9654,74.7434,73.9154,75.8316,73.2229,75.6617,74.6172,74.2401,74.3729,76.8613,74.6517,74.6164,74.4080,73.9214,73.9105,74.9971,73.0378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2802,1,1,2,2,2,2,2,1,2,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,2,2,1,1,2,2,1,1,2,2,2,1,1,1,1,2,1,1,1,1,2,2,2,1,2,1,2,1,1,1,1,2,2,2,1,2,1,1,2,2,-1,-1,2,2,3,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,1,3,3,3,3,2,2,2,5,4,4,5,5,5,5,5,4,4,5,4,4,4,1,2,1,1,1,1,1,1,2,-1,1,2,1,1,1,1,1,1,1,1,1,1,10,60,75,4,3,3,95,10,154,04182018,18,4,2018,2,1,4,30,341,8,10,50,-1,-1,50,38,33,30,40,0,0,2,0,40,0,0,17,8,1,3,4,8.7945,9.1003,8.9940,8.9953,8.8581,8.8897,8.8988,8.9239,8.9834,9.1655,9.0516,9.0091,9.0237,9.1708,8.8784,9.0477,9.0787,9.0237,8.9328,8.7981,8.9374,8.9395,8.8182,8.7700,8.8433,8.9672,8.8574,8.8866,8.8093,8.8342,8.9480,9.0992,8.8651,9.0238,8.8700,8.9438,8.9538,8.9089,9.0547,9.1303,0.0000,8.9031,8.9690,8.9707,9.0326,9.1490,9.0400,9.0882,8.9783,8.9318,9.2283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
4397,1,1,1,2,2,2,1,1,2,2,2,1,2,2,1,2,2,2,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,2,2,1,2,2,2,1,1,3,2,2,2,2,2,3,3,1,2,2,1,2,2,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,2,-1,-1,1,1,2,1,1,2,2,1,2,1,1,2,1,1,2,2,1,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,5,4,4,5,5,5,5,5,5,5,5,2,2,3,2,-1,2,-1,1,1,1,1,2,-1,2,-1,1,2,1,2,1,2,1,1,1,1,12,95,80,9,3,3,97,4,2,03052018,5,3,2018,0,1,1,45,414,6,-1,-1,-1,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,4,4,1,108.6779,115.9975,106.2499,114.1182,112.1033,112.7335,112.4715,0.0000,113.0635,113.5701,110.7799,112.5591,112.2081,112.9062,111.7195,111.7311,113.3979,106.3947,107.7543,109.0200,107.4549,109.3386,108.7736,106.1981,108.8891,109.9211,110.2429,113.2842,107.8356,113.6192,111.3317,108.7417,108.4739,110.2147,108.1369,114.6717,110.9946,114.0982,115.5183,113.0039,112.7281,110.1394,107.7579,113.8270,109.5799,107.6435,107.9674,107.5585,114.1636,110.6470,114.2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4603,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,1,1,2,2,2,2,1,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,2,1,1,2,1,2,1,2,1,1,2,2,-1,-1,-1,-1,-1,2,-1,-1,1,1,2,2,3,3,3,3,3,3,1,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,3,4,4,4,4,4,5,4,4,3,4,3,3,3,3,1,1,1,2,1,2,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,2,-1,5,35,35,7,2,2,93,25,20,02272018,27,2,2018,0,1,6,40,341,1,1,0,-1,-1,29,24,22,22,5,0,0,1,0,9,2,2,7,2,1,3,4,10.8090,10.9438,11.1097,10.9878,10.9556,10.9879,11.0925,11.0256,11.1895,11.1065,11.1602,10.9841,11.0256,11.1733,11.1361,11.2643,11.0851,10.9200,10.9158,11.0182,10.8452,11.2007,11.0232,10.9211,11.1368,10.9428,10.8144,11.2159,11.0337,10.9349,10.9997,11.0273,10.9579,11.2076,10.9531,10.9124,10.9065,10.7509,11.1088,11.0380,11.1693,0.0000,10.8777,11.0217,11.0257,11.1537,10.8953,10.8842,11.0860,11.2218,11.1593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,7,0,0
0669,1,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,1,2,1,1,2,2,2,2,1,2,2,1,1,2,1,2,1,1,2,2,2,2,2,-1,2,2,2,2,2,3,3,1,1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,2,-1,-1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,1,2,1,2,1,2,2,1,5,1,5,5,5,5,5,4,4,4,5,5,5,5,2,-1,1,1,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,2,-1,30,15,20,3,3,3,95,0,0,03072018,7,3,2018,2,1,3,35,132,2,-1,-1,-1,-1,15,0,0,0,10,0,1,0,1,10,5,0,15,0,2,1,3,60.9483,62.5454,64.1171,0.0000,61.0536,63.7123,63.9445,62.6186,61.4082,62.0036,62.8170,61.1892,61.5648,61.5627,61.1681,63.0139,62.8759,62.7033,62.4304,62.8146,62.1067,61.9943,61.5485,61.8437,63.4631,63.0441,61.8919,61.9591,64.1211,61.5489,60.8083,63.1720,62.4337,62.2034,61.3635,62.4499,62.1331,61.1959,63.8724,61.0602,63.0722,60.8838,61.6882,60.7203,63.1428,63.1895,61.5890,61.1202,61.2334,62.1295,62.4599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
